EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,holidays
3591,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,13,1,10,2,9,0,8,4,3,3,4,3,7
3592,19,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,22,0,1,0,1,0,1,2,4,3,3,4,10
3593,23,No,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1,13,1,1,2,1,0,1,4,3,3,3,3,8
3594,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,11,1,1,3,1,1,0,3,4,3,3,3,4
3595,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,11,1,8,4,8,2,2,3,4,2,3,3,13
3596,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,11,2,26,3,24,1,11,1,2,3,3,3,17
3597,55,No,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1,24,1,34,3,33,15,0,4,2,3,4,4,13
3598,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,2,2,2,1,3,1,3,3,9
3599,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,13,1,26,2,11,0,8,4,2,3,1,3,18
3600,34,No,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0,14,1,4,3,3,0,2,3,1,3,2,3,7
3601,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,14,0,31,3,29,11,10,4,2,2,3,3,13
3602,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,21,1,25,2,9,5,4,4,4,2,3,4,10
3603,34,No,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4,13,1,15,1,11,5,10,3,2,4,3,3,12
3604,28,No,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0,19,0,5,3,4,0,2,4,3,2,3,3,16
3605,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,17,0,26,4,25,14,13,3,1,2,1,3,16
3606,34,No,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,18,1,14,3,10,1,8,3,2,4,3,3,4
3607,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,19,0,4,2,3,2,2,3,3,3,3,3,16
3608,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6,13,0,18,3,1,0,0,2,2,3,3,3,18
3609,43,No,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3,18,2,23,3,21,15,17,4,4,4,4,3,18
3610,36,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9,21,1,18,4,16,5,12,3,2,3,2,4,14
3611,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,10,3,10,0,5,1,4,3,3,3,15
3612,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1,14,0,2,3,2,2,2,4,4,3,3,3,12
3613,51,No,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0,17,0,8,3,7,7,7,2,3,2,3,3,21
3614,30,No,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7,11,3,10,2,8,1,7,3,3,3,3,3,15
3615,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,13,0,10,4,7,7,7,2,3,3,3,3,8
3616,28,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2,15,1,5,5,3,1,2,4,1,2,3,3,12
3617,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1,25,0,2,0,2,2,1,4,2,2,3,4,12
3618,32,No,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1,11,0,10,5,10,0,8,3,4,4,3,3,22
3619,45,No,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3,17,1,22,2,0,0,0,2,2,3,3,3,13
3620,39,No,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,13,2,21,3,19,15,2,3,2,3,3,3,19
3621,58,No,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1,18,1,2,1,2,2,2,1,3,3,1,3,22
3622,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1,13,1,10,3,10,1,1,4,3,3,3,3,14
3623,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,6,3,5,0,3,3,1,3,2,4,7
3624,30,No,Travel_Rarely,Sales,9,1,Marketing,Male,4,Research Director,Married,40890,0,18,0,10,2,9,6,7,1,4,3,4,3,17
3625,36,No,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,166270,3,12,0,10,5,7,1,7,4,3,3,2,3,15
3626,46,No,Travel_Rarely,Sales,4,3,Medical,Male,1,Research Scientist,Single,26190,6,12,1,10,3,7,5,7,4,1,4,2,3,11
3627,28,No,Non-Travel,Research & Development,1,3,Medical,Male,5,Sales Executive,Married,56790,0,13,0,10,2,9,7,5,3,4,3,2,3,12
3628,50,No,Travel_Rarely,Research & Development,20,2,Medical,Female,5,Laboratory Technician,Married,154020,4,21,0,25,3,3,1,2,4,1,3,2,4,2
3629,40,Yes,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2,13,3,9,1,5,1,0,4,2,3,2,3,16
3630,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9,19,1,10,1,8,7,7,2,2,2,3,3,16
3631,30,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Sales Executive,Married,30410,1,11,1,9,2,9,0,8,2,1,3,2,3,14
3632,39,No,Travel_Rarely,Research & Development,26,1,Medical,Male,2,Healthcare Representative,Single,34470,0,14,0,9,5,8,1,7,1,3,3,3,3,23
3633,31,No,Non-Travel,Research & Development,1,2,Medical,Male,1,Sales Executive,Divorced,195130,1,12,1,10,1,10,9,6,4,3,2,2,3,18
3634,41,No,Non-Travel,Sales,6,3,Life Sciences,Female,1,Research Director,Single,27730,1,11,0,19,3,19,11,9,3,2,3,3,3,4
3635,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1,14,1,3,3,3,2,2,4,2,4,3,3,19
3636,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,11,1,10,2,3,1,2,1,1,4,3,3,17
3637,42,No,Non-Travel,Research & Development,4,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0,12,2,21,3,20,2,10,3,3,2,2,3,14
3638,55,No,Travel_Rarely,Sales,11,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4,15,1,23,3,19,9,11,4,3,3,3,3,11
3639,56,No,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6,16,1,36,6,7,7,7,4,2,3,3,3,20
3640,40,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9,15,0,6,6,4,0,0,3,3,3,3,3,11
3641,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0,24,3,10,2,9,1,6,4,4,2,3,4,17
3642,40,No,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1,13,1,9,3,9,8,8,3,4,3,2,3,18
3643,41,No,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0,11,0,10,2,9,1,7,3,1,3,2,3,8
3644,35,No,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1,13,1,9,2,9,1,1,3,3,3,2,3,3
3645,51,No,Travel_Rarely,Sales,18,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1,13,1,33,2,33,0,10,3,2,3,3,3,3
3646,38,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,18,0,11,5,7,1,7,2,1,3,2,3,5
3647,34,No,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1,16,0,10,3,10,9,6,3,1,4,4,3,21
3648,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3,19,0,7,3,3,1,2,4,4,2,3,3,6
3649,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7,13,2,31,3,10,5,9,3,1,2,4,3,14
3650,40,No,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3,22,0,7,2,4,0,3,2,2,3,1,4,8
3651,36,No,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2,11,0,17,2,15,6,13,1,1,2,3,3,22
3652,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1,20,0,11,2,10,0,8,4,4,3,2,4,18
3653,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,18,0,5,2,1,0,0,3,4,3,3,3,15
3654,51,No,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3,14,0,29,3,5,0,3,4,2,2,3,3,10
3655,18,No,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1,22,1,0,2,0,0,0,4,4,NA,3,4,6
3656,35,No,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0,13,0,10,2,9,0,0,4,4,3,2,3,6
3657,27,No,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3,17,0,8,3,6,0,0,4,4,3,4,3,10
3658,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,24,0,19,3,8,1,3,2,4,3,10
3659,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,15,2,33,2,19,15,9,4,2,3,3,3,17
3660,34,No,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,17,1,5,1,5,0,0,1,3,3,3,3,17
3661,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,11,1,15,3,12,11,8,2,3,3,2,3,16
3662,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,18,1,10,2,8,7,7,2,3,3,4,3,11
3663,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,3,6
3664,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,5,2,4,3,2,4,3,2,3,3,7
3665,38,No,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1,15,0,4,2,4,0,3,4,3,3,2,3,10
3666,34,No,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1,24,0,14,4,14,4,11,3,4,4,3,4,11
3667,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,12,0,5,2,5,0,4,3,1,3,3,3,23
3668,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,10,3,10,6,7,4,3,2,2,3,1
3669,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,11,1,8,3,5,1,4,1,4,4,3,3,16
3670,51,No,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2,11,1,14,2,4,3,2,2,2,3,2,3,22
3671,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,12,1,12,2,6,3,3,4,4,2,3,3,1
3672,37,No,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7,15,0,8,3,6,1,3,3,3,3,4,3,8
3673,33,No,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6,17,0,8,2,5,1,2,2,4,4,3,3,20
3674,32,No,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0,12,1,4,3,3,1,2,3,2,2,3,3,2
3675,39,No,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,13,3,6,0,5,3,3,3,3,3,20
3676,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,13,3,6,2,3,1,2,1,3,2,2,3,9
3677,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,24,2,5,0,2,4,3,2,3,3,17
3678,43,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,20,1,20,1,8,1,3,1,3,3,8
3679,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,6,2,6,4,4,4,4,3,3,3,7
3680,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,18,1,8,3,8,7,7,4,3,3,4,3,10
3681,26,No,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,5,2,4,1,1,1,4,3,3,4,9
3682,42,No,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,21,3,20,0,9,NA,1,3,3,3,21
3683,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,12,6,5,0,4,3,1,1,3,3,19
3684,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,8,1,3,0,2,1,3,3,3,3,15
3685,35,No,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,10,2,2,2,2,3,4,3,3,3,14
3686,25,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,7,2,3,0,2,1,4,2,1,3,12
3687,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,8,2,7,0,7,3,1,3,2,4,11
3688,29,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,10,5,10,0,9,2,1,2,2,3,13
3689,49,Yes,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,20,2,4,1,3,1,1,3,3,3,22
3690,29,Yes,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,9,2,8,7,7,3,4,3,3,3,11
3691,54,No,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,29,2,20,12,7,4,4,2,2,3,11
3692,58,No,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,32,2,9,1,5,4,1,3,3,3,19
3693,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,31,3,7,0,0,2,4,4,3,3,13
3694,36,No,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,15,5,5,0,1,1,2,3,3,3,13
3695,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1,19,0,1,3,1,0,0,2,3,3,3,3,15
3696,30,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,8,4,3,0,2,4,1,3,3,3,6
3697,31,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,9,3,3,1,0,1,2,4,3,3,19
3698,34,No,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,10,3,4,1,3,4,1,3,4,3,6
3699,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,3,14
3700,27,No,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,6,3,5,1,4,2,1,4,3,3,7
3701,36,No,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,10,2,10,1,8,1,4,2,2,3,23
3702,36,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,11,3,3,0,2,3,1,2,3,3,5
3703,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,17,0,6,1,2,1,4,2,3,3,5
3704,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3,19,0,6,3,3,2,2,1,1,3,2,3,14
3705,37,No,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,7,5,6,1,3,3,3,1,3,4,15
3706,56,No,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,5,2,3,1,0,1,1,4,3,3,16
3707,47,No,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,26,3,20,5,6,1,3,4,3,3,11
3708,24,No,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5,5,5,0,3,4,3,3,3,3,10
3709,32,No,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,7,2,4,0,3,4,4,2,3,3,22
3710,34,No,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,7,3,5,0,2,4,2,2,3,3,19
3711,41,No,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,7,2,4,0,3,2,3,2,3,3,14
3712,40,No,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,11,6,8,0,7,3,3,4,2,3,8
3713,31,No,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,13,5,13,9,9,1,4,3,3,3,16
3714,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,28,2,7,4,3,1,4,4,3,3,11
3715,39,Yes,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2,15,2,11,1,1,0,0,1,1,4,2,3,9
3716,31,Yes,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10,3,10,4,7,3,2,3,3,3,20
3717,45,No,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,24,1,7,0,7,2,1,3,3,3,17
3718,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,8,3,3,0,2,4,2,3,3,3,15
3719,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,7,5,2,2,2,2,4,1,3,4,5
3720,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,10,5,3,1,2,2,4,4,3,3,15
3721,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,15,3,2,2,2,3,1,3,3,3,5
3722,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2,3,2,2,2,1,3,3,3,3,5
3723,40,No,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,16,1,9,4,8,4,2,3,2,3,10
3724,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,6,0,5,1,3,4,1,3,3,3,20
3725,44,No,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,7,4,5,0,3,3,3,3,2,3,23
3726,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,35,2,9,8,8,4,2,2,3,4,18
3727,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,20,2,3,1,2,1,3,2,1,3,21
3728,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8,3,3,1,2,3,3,4,3,3,12
3729,44,No,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,6,2,5,1,3,4,2,2,4,3,17
3730,33,No,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,5,2,4,0,3,4,1,3,3,3,21
3731,34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,15,5,13,3,12,4,1,3,3,3,18
3732,30,No,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,4,3,2,2,2,4,3,2,3,4,21
3733,42,No,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,12,2,12,5,8,1,4,3,3,4,10
3734,44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,11,2,1,0,0,1,3,2,3,3,17
3735,30,No,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1,2,1,0,0,3,3,2,3,3,17
3736,57,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,13,5,12,2,8,2,3,2,2,3,9
3737,49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,29,5,8,0,7,3,2,3,3,3,13
3738,34,No,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,16,3,14,6,9,2,1,2,3,4,23
3739,28,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,3,1,2,1,3,4,3,4,16
3740,29,Yes,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5,17,3,7,1,5,0,0,1,2,1,3,3,6
3741,34,Yes,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16,2,15,10,10,1,2,4,3,3,8
3742,35,No,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,1,4,1,0,0,4,3,3,2,3,7
3743,24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4,3,0,0,0,2,1,2,2,3,10
3744,24,No,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,1,3,1,0,0,4,2,3,1,3,7
3745,44,No,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,16,1,2,2,2,2,3,2,2,4,17
3746,29,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,10,6,10,0,4,3,3,3,3,3,15
3747,30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,6,2,5,1,3,3,3,4,3,3,22
3748,55,No,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,4,6,3,1,2,4,3,3,3,3,13
3749,33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,8,2,5,0,2,1,2,3,3,4,16
3750,47,No,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,11,5,5,1,2,3,3,2,2,3,10
3751,28,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,8,3,0,0,0,3,1,2,3,3,20
3752,28,No,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1,3,1,0,0,1,3,1,2,3,20
3753,28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,5,3,4,1,3,3,1,3,3,3,6
3754,49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,10,3,3,1,2,3,1,3,3,3,22
3755,29,No,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,4,2,3,0,2,4,2,3,1,3,17
3756,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,8,3,8,1,7,3,2,2,2,3,20
3757,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,14,2,0,0,0,4,3,3,2,3,10
3758,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,10,3,5,0,0,3,4,4,2,4,22
3759,54,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,26,3,14,1,12,2,4,3,2,3,6
3760,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,11,2,9,0,7,1,1,1,3,3,14
3761,44,No,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,24,5,20,14,17,4,1,4,2,3,9
3762,39,No,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,9,2,2,2,2,2,2,3,4,3,22
3763,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,23,1,13,5,1,3,2,4,2,3,17
3764,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,11,2,11,3,3,4,2,1,4,3,14
3765,23,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,5,2,4,1,2,1,3,3,2,3,22
3766,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15,3,5,1,0,4,1,1,4,3,13
